	authors	date	fast_subjects	genders	owi	rank	streak	title	year	year_pub	genre	gender
18558	['Isaac Asimov']	1982-11-21	set(['Seldon, Hari (Fictitious character)', 'Life on other planets', 'Psychohistory', 'Science fiction', 'Fiction'])	[{'gender': 'Male', 'viaf': '24597135', 'name': 'Isaac Asimov'}]	3901031970	5	6	FOUNDATION'S EDGE	1982	1982	no genre	Male
18559	['Judith Krantz']	1982-11-21	set(['Fashion', 'Romance fiction', 'Artists', 'Models (Persons)', 'Modeling agencies', 'France--Paris', 'Spanish fiction'])	[{'gender': 'Female', 'viaf': '121647919', 'name': 'Judith Krantz'}]	19985455	6	2	MISTRAL'S DAUGHTER	1982	1972	no genre	Female
18560	['Arthur C. Clarke']	1982-11-21	set(['Science fiction, English', 'Interplanetary voyages', 'Science fiction', 'Twenty-first century', 'Exploration of outer space', 'Life on other planets', 'Outer space', 'Jupiter (Planet)'])	[{'gender': 'Male', 'viaf': '27062571', 'name': 'Arthur C. Clarke'}]	131441534	7	2	2010: ODYSSEY TWO	1982	1968	fsf	Male
18561	['Danielle Steel']	1982-11-21	set(['New York (State)--New York', 'Ocean travel', 'Married people', 'France', 'Marriage', 'France--Paris', 'World War (1939-1945)', 'California--San Francisco'])	[{'gender': 'Female', 'viaf': '100238676', 'name': 'Danielle Steel'}]	325501670	8	9	CROSSINGS	1982	1982	no genre	Female
18562	['Stephen King']	1982-11-21	set(['Horror tales, American', 'Escapes', 'Impostors and imposture', 'Prisoners', 'Prisons', 'United States', 'War criminals', 'World War (1939-1945)', 'American fiction', 'Holocaust, Jewish--(1939-1945)', 'Short stories', 'Atrocities', 'Nazis', 'Horror tales'])	[{'gender': 'Male', 'viaf': '97113511', 'name': 'Stephen King'}]	515540	9	16	DIFFERENT SEASONS	1982	1982	horror	Male
18563	['Kurt Vonnegut']	1982-11-21	set(['Hotelkeepers', 'Science fiction', 'Haiti', 'Neutron bomb'])	[{'gender': 'Male', 'viaf': '71398958', 'name': 'Kurt Vonnegut'}]	1178290084	10	2	DEADEYE DICK	1982	1982	no genre	Male
18564	['Elizabeth Forsythe Hailey']	1982-11-21	set(['Pregnancy', 'Families', 'Man-woman relationships', 'Friendship', 'Female friendship'])	[{'gender': 'Female', 'viaf': '52612016', 'name': 'Elizabeth Forsythe Hailey'}]	375569344	11	2	LIFE SENTENCES	1982		no genre	Female
18565	['Shirley Conran']	1982-11-21	set(['Romance fiction', 'Wealth', 'Female friendship', 'English literature', 'Upper class women', 'Fathers and daughters', 'English fiction', 'Mothers and daughters', 'Illegitimate children', 'Rape', 'Women'])	[{'gender': 'Female', 'viaf': '79332819', 'name': 'Shirley Conran'}]	196649754	12	13	LACE	1982	1982	no genre	Female
18566	['John Updike']	1982-11-21	set(['Short stories, American', 'Jewish authors', 'Bech, Henry (Fictitious character)', 'Novelists', 'Jewish men', 'Humorous stories, American', 'Short stories'])	[{'gender': 'Male', 'viaf': '90712179', 'name': 'John Updike'}]	463573	13	1	BECH IS BACK	1982	1972	no genre	Male
18567	['Douglas Adams']	1982-11-21	set(['Prefect, Ford', 'Interstellar travel', 'Robots', 'Interplanetary voyages', 'Dent, Arthur (Fictitious character)', 'Science fiction', 'Life on other planets', 'Time travel'])	[{'gender': 'Male', 'viaf': '113230702', 'name': 'Douglas Adams'}]	48446501	14	3	LIFE,  THE UNIVERSE AND EVERYTHING	1982	1980	no genre	Male
18568	['Robert Ludlum']	1988-06-26	set(['Washington (D.C.)', 'Hostages', 'Legislators', 'Colorado', 'Terrorists', 'Oman', 'United States', 'Middle East', 'Adventure stories'])	[{'gender': 'Male', 'viaf': '109373898', 'name': 'Robert Ludlum'}]	48549408	2	16	THE ICARUS AGENDA	1988	1986	no genre	Male
18569	['Gabriel Garcia Marquez']	1988-06-26	set(['Man-woman relationships', 'Romance fiction', 'First loves', 'Colombian fiction', 'Unrequited love', 'Colombia', 'Spanish fiction', 'Courtship'])	[{'gender': 'Male', 'viaf': '54147956', 'name': 'Gabriel Garcia Marquez'}]	533234	3	10	LOVE IN THE TIME OF CHOLERA	1988	0720	no genre	Male
18571	['Dominick Dunne']	1988-06-26	set(['New York (State)--New York', 'Upper class'])	[{'gender': 'Male', 'viaf': '54765906', 'name': 'Dominick Dunne'}]	196581053	5	7	PEOPLE LIKE US	1988		no genre	Male
18572	['Robert B. Parker']	1988-06-26	set(['Massachusetts--Boston', 'Private investigators', 'Serial murderers', 'Spenser (Fictitious character)', 'Detective and mystery stories'])	[{'gender': 'Male', 'viaf': '101763416', 'name': 'Robert B. Parker'}]	374392821	6	4	CRIMSON JOY	1988	1988	no genre	Male
18573	['Jackie Collins']	1988-06-26	set(['Lifeguards', 'Man-woman relationships', 'Fame', 'Women rock musicians', 'Rock musicians', 'Music trade', 'Concerts'])	[{'gender': 'Female', 'viaf': '100253982', 'name': 'Jackie Collins'}]	9200656	7	10	ROCK STAR	1988	1965	no genre	Female
18574	['Elmore Leonard']	1988-06-26	set(['Actresses', 'Detective and mystery stories', 'Police', 'Leonard, Elmore, 1925-2013', 'Political fiction', 'Ex-convicts', 'Revenge', 'Detective and mystery stories, American', 'Murder', 'Michigan--Detroit', 'Political activists', 'Rape'])	[{'gender': 'Male', 'viaf': '19680365', 'name': 'Elmore Leonard'}]	1059690	8	6	FREAKY DEAKY	1988	1988	mystery	Male
18575	['Rosamunde Pilcher']	1988-06-26	set(['England', 'Inheritance and succession', 'Parent and adult child', 'Painting', 'Conflict of generations', 'World War (1939-1945)', 'Families', 'Domestic fiction', 'Women'])	[{'gender': 'Female', 'viaf': '36923153', 'name': 'Rosamunde Pilcher'}]	586066	9	19	THE SHELL SEEKERS	1988	1987	no genre	Female
18576	['Clive Cussler']	1988-06-26	set(['Mongols', 'Genghis Khan, 1162-1227', 'Oil industries', 'Coffins', 'Terrorists', 'Treasure troves', 'Petroleum industry and trade', 'Mongolia', 'United States', 'Pitt, Dirk (Fictitious character)', 'Suspense fiction', 'Adventure stories', 'Oceanographers', 'Russia (Federation)', 'Alexandrian Library', 'Greenland', 'Alexander, the Great, 356 B.C.-323 B.C'])	[{'gender': 'Male', 'viaf': '56608054', 'name': 'Clive Cussler'}]	57998019	10	15	TREASURE	1988	2006	suspense	Male
18577	['Belva Plain']	1988-06-26	set(['Romance fiction', 'Jews', 'Bankers', 'Werner family (Fictitious characters)', 'United States', 'Germany', 'World War (1939-1945)', 'New York (State)--New York'])	[{'gender': 'Female', 'viaf': '168992130', 'name': 'Belva Plain'}]	12378472	11	8	TAPESTRY	1988	1849	no genre	Female
18578	['John Gardner']	1988-06-26	set(['Great Britain', 'Canadian fiction', 'Bond, James (Fictitious character)', 'Intelligence officers'])	[{'gender': 'Male', 'viaf': '110081076', 'name': 'John Gardner'}]	111290223	12	5	SCORPIUS	1988	1988	no genre	Male
18579	['Isaac Asimov']	1988-06-26	set(['Psychohistory', 'Science fiction', 'Science fiction, American', 'Prophecies', 'Seldon, Hari (Fictitious character)', 'Life on other planets'])	[{'gender': 'Male', 'viaf': '24597135', 'name': 'Isaac Asimov'}]	3901027279	13	6	PRELUDE TO FOUNDATION	1988	1970	fsf	Male
18580	['Judith Michael']	1988-06-26	set(['Families', 'Brothers and sisters', 'Mate selection', 'Upper class families', 'Inheritance and succession', 'Massachusetts--Boston', 'Businesswomen'])	[{'gender': '', 'viaf': '36922091', 'name': 'Judith Michael'}]	9198843	14	15	INHERITANCE	1988	1988	no genre	
18581	['William Kennedy']	1988-06-26	set(['United States', 'New York (State)--Albany', 'Immigrants', 'Historical fiction, American', 'Irish fiction'])	[{'gender': 'Male', 'viaf': '109902833', 'name': 'William Kennedy'}]	13544741	15	2	QUINN'S BOOK	1988	1988	no genre	Male
18583	['Elmore Leonard']	1985-03-10	set(['Rapists', 'Detective and mystery stories', 'Police', 'Leonard, Elmore, 1925-2013', 'New Jersey', 'Detective and mystery stories, American', 'Murder', 'Michigan--Detroit', 'New Jersey--Atlantic City'])	[{'gender': 'Male', 'viaf': '19680365', 'name': 'Elmore Leonard'}]	3892401	3	5	GLITZ	1985	1985	mystery	Male
18584	['Mario Puzo']	1985-03-10	set(['Organized crime', 'Criminals', 'Italy', 'Italy--Sicily', 'Vendetta', 'United States', 'Detective and mystery stories', 'English fiction', 'American fiction', 'Mafia'])	[{'gender': 'Male', 'viaf': '131948', 'name': 'Mario Puzo'}]	1806175135	4	17	THE SICILIAN	1985	1984	no genre	Male
18585	['Gail Godwin']	1985-03-10	set(['Actresses', 'Teenage girls', 'United States', 'Female friendship', 'New York (State)', 'Women'])	[{'gender': 'Female', 'viaf': '100267478', 'name': 'Gail Godwin'}]	877314	5	4	THE FINISHING SCHOOL	1985		no genre	Female
18586	['Stephen King', 'Peter Straub']	1985-03-10	set(['Mothers and sons', 'Boys', 'Talismans', 'Quests (Expeditions)', 'Voyages and travels', 'American fiction', 'Mother and child', 'Good and evil'])	[{'gender': 'Male', 'viaf': '97113511', 'name': 'Stephen King'}, {'gender': 'Male', 'viaf': '73860475', 'name': 'Peter Straub'}]	1071197	6	20	THE TALISMAN	1985	1981	no genre	Male
18587	['Douglas Adams']	1985-03-10	set(['Prefect, Ford', 'Fantasy fiction', 'Interstellar travel', 'Interplanetary voyages', 'Fiction', 'Science fiction', 'Dent, Arthur (Fictitious character)'])	[{'gender': 'Male', 'viaf': '113230702', 'name': 'Douglas Adams'}]	48446512	7	13	SO LONG,  AND THANKS FOR ALL THE FISH	1985	1982	fsf	Male
18588	['Joan Rivers']	1985-03-10	set(['Women--Sexual behavior', 'American wit and humor'])	[{'gender': 'Female', 'viaf': '72783623', 'name': 'Joan Rivers'}]	2879436	8	17	THE LIFE AND HARD TIMES OF HEIDI ABROMOWITZ	1985		no genre	Female
18589	['Robert Moss']	1985-03-10	set(['Russia (Federation)', 'Russia', 'Russians', 'English fiction'])	[{'gender': 'Male', 'viaf': '99955547', 'name': 'Robert Moss'}]	4080714	9	5	MOSCOW RULES	1985		no genre	Male
18591	['William F. Buckley Jr']	1985-03-10	set(['Guerrillas', 'Detective and mystery stories', 'United States. Central Intelligence Agency', 'United States', 'Guevara, Che, 1928-1967', 'Latin America'])	[{'gender': 'Male', 'viaf': '73943799', 'name': 'William F. Buckley Jr'}]	131147266	11	3	SEE YOU LATER ALLIGATOR	1985	1985	no genre	Male
18592	['Fred Mustard Stewart']	1985-03-10	set(['Firearms industry and trade', 'Revenge', 'Success in business'])	[{'gender': 'Male', 'viaf': '113891129', 'name': 'Fred Mustard Stewart'}]	67922073	12	1	THE TITAN	1985	1984	no genre	Male
18593	['Cynthia Freeman']	1985-03-10	set(['Man-woman relationships', 'Romance fiction'])	[{'gender': 'Female', 'viaf': '82775916', 'name': 'Cynthia Freeman'}]	473247	13	15	ILLUSIONS OF LOVE	1985	1984	no genre	Female
18594	['John Jakes']	1985-03-10	set(['Families', 'United States', 'Historical fiction', 'Male friendship', 'Friendship', 'American Civil War (1861-1865)'])	[{'gender': 'Male', 'viaf': '99848788', 'name': 'John Jakes'}]	3381554	14	21	LOVE AND WAR	1985	1984	no genre	Male
18595	['Tom Clancy']	1986-11-02	set(['Imaginary wars and battles', 'War stories', 'World War III', 'Cold War (1945-1989)'])	[{'gender': 'Male', 'viaf': '108842694', 'name': 'Tom Clancy'}]	336444	2	14	RED STORM RISING	1986	1983	no genre	Male
18596	['Jackie Collins']	1986-11-02	set(['California--Los Angeles--Hollywood', 'California--Los Angeles', 'Families', 'Revenge', 'Husbands', 'Motion picture industry'])	[{'gender': 'Female', 'viaf': '100253982', 'name': 'Jackie Collins'}]	6143367	3	3	HOLLYWOOD HUSBANDS	1986	1986	no genre	Female
18597	['Pat Conroy']	1986-11-02	set(['New York (State)--New York', 'Brothers and sisters', 'Women poets', 'Psychotherapists', 'Twins', 'South Carolina', 'Psychological fiction', 'Manners and customs', 'Families', 'Domestic fiction'])	[{'gender': 'Male', 'viaf': '9869643', 'name': 'Pat Conroy'}]	911919	4	5	THE PRINCE OF TIDES	1986	1986	no genre	Male
18598	['Danielle Steel']	1986-11-02	set([])	[{'gender': 'Female', 'viaf': '100238676', 'name': 'Danielle Steel'}]	925971	5	16	WANDERLUST	1986	1986	needs label	Female
18599	['Belva Plain']	1986-11-02	set(['Man-woman relationships', 'New York (State)--New York', 'Jews', 'Scientists', 'Werner family (Fictitious characters)', 'Radicals', 'Marriage', 'World War (1914-1918)'])	[{'gender': 'Female', 'viaf': '168992130', 'name': 'Belva Plain'}]	6855448	6	4	THE GOLDEN CUP	1986	1900	no genre	Female
18600	['Isaac Asimov']	1986-11-02	set(['Psychohistory', 'Life on other planets', 'Seldon, Hari (Fictitious character)', 'Science fiction', 'Science fiction, American'])	[{'gender': 'Male', 'viaf': '24597135', 'name': 'Isaac Asimov'}]	3377198401	7	3	FOUNDATION AND EARTH	1986	1986	fsf	Male
18601	['P. D. James']	1986-11-02	set(['Detective and mystery stories', 'Police', 'Radio plays', 'Murder--Investigation', 'England', 'James, P. D', 'Dalgliesh, Adam (Fictitious character)'])	[{'gender': 'Female', 'viaf': '36928322', 'name': 'P. D. James'}]	684034	8	1	A TASTE FOR DEATH	1986	1985	no genre	Female
18602	['Karleen Koen']	1986-11-02	set(['England--London', 'Arranged marriage', 'Great Britain', 'France--Paris', 'Nobility'])	[{'gender': 'Female', 'viaf': '3093982', 'name': 'Karleen Koen'}]	758165	9	9	THROUGH A GLASS DARKLY	1986	1986	no genre	Female
18603	['L. Ron Hubbard']	1986-11-02	set(['Extraterrestrial beings', 'Science fiction', 'Human-alien encounters'])	[{'gender': 'Male', 'viaf': '95274115', 'name': 'L. Ron Hubbard'}]	51585599	10	2	FORTUNE OF FEAR	1986	1985	no genre	Male
18604	['John Updike']	1986-11-02	set(['Man-woman relationships', 'Hackers', 'United States', 'Religious educators', 'Adultery', 'God--Proof', 'God--Proof--Data processing', 'College teachers'])	[{'gender': 'Male', 'viaf': '90712179', 'name': 'John Updike'}]	6952928	11	7	ROGER'S VERSION	1986	1986	no genre	Male
18605	['Stephen Coonts']	1986-11-02	set(['War stories', 'Intruder (Jet attack plane)', 'Grafton, Jake (Fictitious character)', 'Adventure stories', 'Vietnam War (1961-1975)', 'Air warfare'])	[{'gender': 'Male', 'viaf': '9870690', 'name': 'Stephen Coonts'}]	7041523	12	1	FLIGHT OF THE INTRUDER	1986	1958	adventure	Male
18606	['Louise Erdrich']	1986-11-02	set(['North Dakota', 'Indians of North America', 'Racially mixed people', 'Orphans', 'United States', 'Authors, American', 'Domestic fiction', 'Tricksters'])	[{'gender': 'Female', 'viaf': '110425107', 'name': 'Louise Erdrich'}]	588081	13	6	THE BEET QUEEN	1986	1985	no genre	Female
18607	['Patrick Suskind']	1986-11-02	set(['Perfumes', 'Perfumes industry', 'France', 'German fiction', 'France--Paris', 'Social conditions', 'Odors', 'Murderers'])	[{'gender': 'Male', 'viaf': '98249600', 'name': 'Patrick Suskind'}]	595189	14	1	PERFUME	1986	1985	no genre	Male
18608	['Walter J. Boyne', 'Steven L. Thompson']	1986-11-02	set(['United States', 'United States. Air Force', 'Aeronautics, Military'])	[{'gender': 'Male', 'viaf': '10991419', 'name': 'Walter J. Boyne'}, {'gender': '', 'viaf': '', 'name': 'Steven L. Thompson'}]	608447	15	2	THE WILD BLUE	1986	1983	no genre	Male
18616	['Robin Cook']	1981-05-03	set(['Physicians', 'Medical research personnel', 'Fiction', 'Brain', 'English fiction', 'Medicine--Research', 'Human experimentation in medicine'])	[{'gender': 'Male', 'viaf': '109274608', 'name': 'Robin Cook'}]	2487630294	9	12	BRAIN	1981	1978	no genre	Male
18620	['Taylor Caldwell']	1981-05-03	set(['Irish Americans', 'Romance fiction', 'Pennsylvania--Belleville', 'Pennsylvania', 'Hotelkeepers', 'Historical fiction', 'Hotels'])	[{'gender': 'Female', 'viaf': '17220157', 'name': 'Taylor Caldwell'}]	20653327	13	19	ANSWER AS A MAN	1981	1972	romance	Female
18621	['Gay Courter']	1981-05-03	set(['Midwives', 'Jewish women', 'Fiction', 'New York (State)--New York', 'Sex therapists'])	[{'gender': 'Female', 'viaf': '45610764', 'name': 'Gay Courter'}]	196703893	14	2	THE MIDWIFE	1981		no genre	Female
18622	['Thomas Fleming']	1981-05-03	"set(['Universities and colleges--Alumni and alumnae', 'Married people', ""Officers' spouses"", 'United States', 'United States Military Academy', 'Vietnam War (1961-1975)'])"	[{'gender': 'Male', 'viaf': '109173053', 'name': 'Thomas Fleming'}]	455262	15	1	THE OFFICERS' WIVES	1981	1960	no genre	Male
18623	['Stephen King']	1986-11-30	set(['Good and evil', 'Teenagers', 'Children', 'Maine', 'Clowns', 'Horror tales, American', 'Monsters', 'Horror tales'])	[{'gender': 'Male', 'viaf': '97113511', 'name': 'Stephen King'}]	3132982556	2	12	IT	1986	1980	horror	Male
18635	['Stephen R. Donaldson']	1986-11-30	set(['Magic realism (Literature)', 'Mirrors', 'Fantasy fiction', 'Imaginary places', 'Fantasy', 'Science fiction', 'Young women', 'Magic'])	[{'gender': 'Male', 'viaf': '46779207', 'name': 'Stephen R. Donaldson'}]	683751	14	2	THE MIRROR OF HER DREAMS	1986	1986	fsf	Male
18636	"[""Louis L'Amour""]"	1986-11-30	set(['Indians of North America', 'Russia (Federation)--Siberia', 'Wilderness survival', 'Adventure stories'])	"[{'gender': 'Male', 'viaf': '121561792', 'name': ""Louis L'Amour""}]"	57740576	15	21	LAST OF THE BREED	1986	1986	no genre	Male
18637	['Lawrence Sanders']	1985-08-11	set(['Private investigators', 'Police', 'Delaney, Edward X. (Fictitious character)', 'United States', 'New York (State)--New York', 'Retirees', 'Psychiatrists'])	[{'gender': 'Male', 'viaf': '83994214', 'name': 'Lawrence Sanders'}]	149152996	2	4	THE FOURTH DEADLY SIN	1985	1985	no genre	Male
18641	['Larry McMurtry']	1985-08-11	set(['Cattle drives', 'Western stories', 'Cowboys', 'Fathers and sons', 'United States', 'High interest-low vocabulary books', 'Montana', 'English fiction', 'Texas', 'United States, West'])	[{'gender': 'Male', 'viaf': '36935272', 'name': 'Larry McMurtry'}]	196780053	6	7	LONESOME DOVE	1985	1983	no genre	Male
18644	['Marguerite Duras']	1985-08-11	set([])	[{'gender': 'Female', 'viaf': '97785734', 'name': 'Marguerite Duras'}]	351108251	9	4	THE LOVER	1985	1981	needs label	Female
18646	['Robert B. Parker']	1985-08-11	set(['Private investigators', 'Mothers and sons', 'United States', 'Rock musicians', 'Spenser (Fictitious character)', 'Massachusetts--Boston', 'Presley, Elvis, 1935-1977', 'Presley, Gladys Love, 1912-1958'])	[{'gender': 'Male', 'viaf': '101763416', 'name': 'Robert B. Parker'}]	374392207	11	8	A CATSKILL EAGLE	1985	1985	no genre	Male
18660	['Dick Francis']	1985-05-19	set(['Murder--Investigation', 'Horse racing', 'England', 'Vintners'])	[{'gender': 'Male', 'viaf': '24601518', 'name': 'Dick Francis'}]	262550	11	9	PROOF	1985	1984	no genre	Male
18663	['Anita Brookner']	1985-05-19	set(['Man-woman relationships', 'Travel', 'British', 'Women authors', 'British--Travel', 'Switzerland', 'Hotels'])	[{'gender': 'Female', 'viaf': '17238349', 'name': 'Anita Brookner'}]	836089	14	9	HOTEL DU LAC	1985	1984	no genre	Female
18664	['Mary Gordon']	1985-05-19	set(['United States', 'College teachers', 'Families'])	[{'gender': 'Female', 'viaf': '110431409', 'name': 'Mary Gordon'}]	3887873	15	3	MEN AND ANGELS	1985		no genre	Female
18665	['Sidney Sheldon']	1983-03-13	set(['Diamond industry and trade', 'Spanish fiction', 'Suspense fiction', 'Businesswomen', 'Businesspeople'])	[{'gender': 'Male', 'viaf': '100259983', 'name': 'Sidney Sheldon'}]	2870662	2	28	MASTER OF THE GAME	1983	0920	no genre	Male
18666	['Judith Krantz']	1983-03-13	set(['Fashion', 'Romance fiction', 'Artists', 'Models (Persons)', 'Modeling agencies', 'France--Paris', 'Spanish fiction'])	[{'gender': 'Female', 'viaf': '121647919', 'name': 'Judith Krantz'}]	19985455	3	18	MISTRAL'S DAUGHTER	1983	1972	no genre	Female
